Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Pappu Chaiwale Restaurant & Cafe,"Vijay Nagar, West Bangalore", West Bangalore,Bangalore,Fast Food,1,1,500
Hebe's Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Fast Food",4.6,15,500
Ice Stone,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",4.7,4,400
The Rasoiya Street,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",4.1,179,800
Pie Square,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Fast Food",3,1,800
Fattoush," Hotel Euphoria,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Arabian,  Chinese",4.2,386,1000
House Of Lassi,"Bommanahalli, South Bangalore", South Bangalore,Bangalore,"Shakes,  Ice Cream,  Fast Food",5,1,300
Andhra Biryanis,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Biryani",3.9,3,600
Mudpipe Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Continental,  Italian,  Mexican",3.9,213,800
Paakashala,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese",4.3,9,600
Sweet Chariot,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,Bakery and Confectionary,1,1,400
Leon Grill,"Agastya Arcade,New BEL Road, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",1.3,6,600
Cirkus,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Finger Food,  Fast Food",4.1,175,1600
The Crust Factory,"Comfort INN Insys,Mathikere, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",2.3,2,400
Leon Grill,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",4.3,46,600
Tamarind Tree Top and Garden restaurant,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese,  South Indian",4.3,6,1200
North Indian Bhukkads,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Biryani,  Chinese",3.4,18,500
Vasudev Adiga's,"Sai Optamus Building,HSR Layout, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",2.7,7,500
The Shack-Restopub,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Biryani",4.1,46,1000
Authentic Andhra Restaurant,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Andhra",3,2,800
Chef Baker's,"Padmashri Arcade,HSR Layout, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.9,15,600
Chaai Resto,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Tea,  Fast Food",2,1,200
BANGALORE BOX,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"Asian,  Continental",4.3,156,1200
Kanti Sweets,"MRS Complex,Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",5,2,500
California Burrito,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Mexican,  Fast Food",4.2,46,500
Toast On Terrace,"Kanakapura Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Andhra,  Fast Food",4,16,900
T2 Tasty Table Cafe,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Street Food",2.9,5,400
Fresh Press Canteen,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Fast Food,5,1,500
Moti Mahal Delux,"Red Shore Plaza,Hebbal, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  Mughlai",3.9,109,1000
Tipsy Bull - The Bar Exchange,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Chinese,  Continental",4.3,298,1100
Krazy Adda,"Basaveshwara Nagar, West Bangalore", West Bangalore,Bangalore,"Fast Food,  Pizza,  Desserts,  Ice Cream,  Shakes",1,1,400
Frozen Bottle,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",1.5,2,400
Onesta,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Pizza,  Desserts,  Fast Food",4.4,125,700
Chef Baker's,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",3.8,6,600
The Big Barbeque,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Barbecue,  Chinese,  Continental",4.1,1066,1800
California Burrito,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Fast Food",4.3,113,500
Bamboo Hut,"SPR Comforts,Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Chinese,  Continental,  Thai,  Mexican",3,1,700
Kung Food,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai",3,1,800
Drunken Monkey,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Juice,  Fast Food",4.7,3,500
Beijing Bites,"RR Image Building,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,38,700
Kanti Sweets,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4.3,7,500
Vasudev Adiga's,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"South Indian,  North Indian,  Chinese",4.2,2,500
Saapad Raman,"Banaswadi, North Bangalore", North Bangalore,Bangalore,"South Indian,  Chettinad",1,1,400
Stoned Monkey,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream",3.8,5,400
Beijing Bites,"CV Raman Nagar, East Bangalore", East Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.2,66,700
Beijing Bites,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.3,102,700
Jeff's,"Hotel Royal Orchid,Old Airport Road, East Bangalore", East Bangalore,Bangalore,Continental,4.2,27,2500
Kanti Bakes and Flakes,"Sobha Arcade,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",5,1,500
Cafe Mondo,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Italian,  Chinese,  Fast Food",4.2,19,800
NEST,"Howard Johnson Bengaluru,Nagawara, North Bangalore", North Bangalore,Bangalore,"American,  North Indian,  Continental",3.9,75,1800
Orbis Restaurant,"Nagawara, North Bangalore", North Bangalore,Bangalore,"North Indian,  Continental,  Chinese,  Arabian",4.4,7,800
IHA,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,South Indian,4.6,21,300
Frozen Bottle,"Doddanekundi, East Bangalore", East Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",5,1,400
Simply Indian,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood",4.1,92,1500
Mani's Dum Biryani,"JP Nagar, South Bangalore", South Bangalore,Bangalore,Biryani,4.8,14,700
New Prashanth Hotel Nati Style,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"North Indian,  Andhra,  Chinese,  South Indian,  Seafood",4.5,6,700
Sands Of Time Restro Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Italian,  Chinese,  Drinks",2.7,9,600
Dr. Sheesha,"BTM Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental,  Fast Food",3.7,17,900
Shawarma Inc,"Vega City Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Arabian",1,1,300
Five Star Chicken,"Siddappa Complex,Kaggadasapura, East Bangalore", East Bangalore,Bangalore,Fast Food,4.5,2,300
Spice It,"Hotel Ibis,Bommanahalli, South Bangalore", South Bangalore,Bangalore,"Continental,  European",3.7,94,1800
Kanti Sweets,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Mithai,  Desserts",5,3,500
Shanghai Times,"Vega City Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,Chinese,1,1,400
Chianti,"Bellandur, South Bangalore", South Bangalore,Bangalore,Italian,4.5,59,2200
125 Gms,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",5,2,300
Cuppa Redifined,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Health Food",3.9,29,700
Baohood,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Chinese,  Fast Food",5,1,600
Sichuan,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Chinese,  Asian",5,5,800
Rad Bistro,"Red Shore Plaza,Hebbal, North Bangalore", North Bangalore,Bangalore,"Continental,  Fast Food",3,1,500
Empire Restaurant,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.2,71,700
Kanti Sweets,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,"Mithai,  Desserts",5,5,500
Wow! Momo,"Elements Mall,Nagawara, North Bangalore", North Bangalore,Bangalore,"Tibetan,  Chinese",3.6,17,400
Frost & Feather,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Pizza,  Shakes",4.5,2,500
The Urban Gully,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Fast Food,  Chinese,  Drinks",3.6,4,600
The Wokchow,"Mathikere, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai",1,1,400
Kanti Sweets,"Ashoka Complex,Jalahalli, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",5,2,500
Juice Junction,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Fast Food,  Juice",1,1,200
Cream & Fudge,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Desserts,  Ice Cream,  Shakes",5,1,300
Kanti Sweets,"Jalahalli, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",4.3,4,500
Le Terrace Cafe,"C.L. Arcade,Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Oriental ",4.5,121,800
Ultimate Cuisine,"New BEL Road, North Bangalore", North Bangalore,Bangalore,"North Indian,  Fast Food",1,2,900
Twillight Tandoor Resto,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese",4.6,3,500
California Burrito,"Manyata Embassy Business Tech Park,Nagawara, North Bangalore", North Bangalore,Bangalore,"Mexican,  Fast Food",4,41,500
Fab Cafe,"Pioneer Plaza,Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Coffee,  Continental",4,10,600
Ching's With A Twist,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Chinese,  North Indian",4.3,3,600
Fish & Fries,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Continental,  Mediterranean,  Seafood",4.2,76,800
Skytouch Le Cafe,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  North Indian,  Italian",3.6,20,600
Petoo,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Street Food,  Chaat",4.8,5,800
The Paramount Hotel,"HRBR Layout, East Bangalore", East Bangalore,Bangalore,"North Indian,  Seafood,  Fast Food,  Biryani",1,1,800
Asia Alive,"DoubleTree Suites by Hilton,Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Thai,  Asian",3.9,337,1800
Thanco's Natural Ice Cream,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400
Biergarten,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Continental,  Finger Food,  American",4.4,2371,2400
Paakashala,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  South Indian,  Chinese,  Drinks",4.2,67,600
RR Vatika,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",4.1,22,600
Mast Marathi,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Maharashtrian,  Street Food",1.4,3,300
Park Street Restaurant,"Hebbal, North Bangalore", North Bangalore,Bangalore,"Bengali,  North Indian",4,14,500
Social,"Phoenix Marketcity,Whitefield, East Bangalore", East Bangalore,Bangalore,"Continental,  American,  North Indian,  Chinese,  Finger Food",4.2,487,1500
Chaatimes,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Street Food,  Chaat",4,1,200
Barley & Grapes Cafe,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"American,  Italian,  Continental",4.3,128,800
Equinox Bar,"DoubleTree Suites by Hilton,Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Continental,  North Indian,  Seafood,  Asian,  Finger Food",4.3,10,2000
Cafe Del Sol,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Desserts,  Fast Food,  Italian",4,2,600
Cake Dilim,"Doddanekundi, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",3,7,400
Onesta,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Italian,  Fast Food,  Pizza",3.9,35,700
Shree Mahalakshmi Sweets,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Street Food",5,1,400
Leon Grill,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",5,4,600
Beijing Bites,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.1,46,700
THE BEL ST.,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"American,  Italian,  Continental",4.3,35,1000
Chaatimes,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Street Food,  Chaat",4.5,2,200
Cafe Kaffea,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Italian,  Oriental ",3.9,55,700
Frozenheit6,"Annapoorneshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Desserts,  Ice Cream",3.4,7,500
Eat Retreat,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,North Indian,4.5,15,500
Chef Baker's,"Mahadevapura, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",5,1,600
@ The BBQ,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Continental",5,3,700
Beijing Bites,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.4,80,700
Kanti Sweets,"Nagawara, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",2.5,2,500
Mani's Dum Biryani,"Bellandur, South Bangalore", South Bangalore,Bangalore,Biryani,4.2,20,700
NH8,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,Rajasthani,3.8,100,800
Lassi Corner,"Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"Desserts,  Ice Cream,  Drinks,  Fast Food",3,2,300
Momo Jojo,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Seafood,  Tibetan",3,1,400
The Fisherman's Wharf,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Seafood,  North Indian,  Continental,  Goan",4.2,1094,1600
Beijing Bites,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Chinese,  Thai,  Seafood",4.1,57,700
Kanti Sweets,"Hennur, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",1,1,500
Bake Ur Wish,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Desserts,  Fast Food,  Bakery and Confectionary",3.5,2,500
Big Bite,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese,  Fast Food",3.9,6,300
Coal Spark,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Seafood,  Barbecue",3,7,900
Thanco's Natural Ice Cream,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"Ice Cream,  Desserts",3.6,7,400
Avista Wine Bar & Pizzeria,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,Italian,4.1,30,800
Kingdom Of Spices,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Mughlai",4.4,8,400
Empire Restaurant,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.6,76,700
ABs - Absolute Barbecues,"Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.5,481,1200
Kalm Downn Bistro & Lounge,"Nagarbhavi, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,27,800
Suras Kitchen,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese",5,1,700
ABs - Absolute Barbecues,"Whitefield, East Bangalore", East Bangalore,Bangalore,"North Indian,  Barbecue,  Seafood",4.3,736,1200
Aurum Brew Works,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"American,  Modern Indian",4.2,390,1400
Kanti Sweets,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",5,1,500
Grill House,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,Andhra,3.3,3,300
Thanco's Natural Ice Cream,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Ice Cream,  Desserts",3.9,5,400
Chef Baker's,"Nagawara, North Bangalore", North Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",1,1,600
Kapoor's Cafe,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Mughlai",4.1,10,800
Grand Desi Paratha,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,North Indian,4.2,47,700
Thanco's Natural Ice Cream,"Infantry Road, Central Bangalore", Central Bangalore,Bangalore,"Ice Cream,  Desserts",5,1,400
The Square,"Novotel Bengaluru,Marathahalli, East Bangalore", East Bangalore,Bangalore,"World Cuisine,  Italian,  Continental,  Japanese",3.8,101,2500
Potful,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Biryani",4,1,800
La Casa Brewery And Kitchen,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Italian,  Continental",4.2,633,1500
Dr Sheesha,"Banashankari, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental,  Chinese,  Coffee",4.2,22,800
Chef Baker's,"Bellandur, South Bangalore", South Bangalore,Bangalore,"Bakery and Confectionary,  Desserts,  Fast Food",4,1,600
Bombay Brasserie,"RMZ Ecospace,Bellandur, South Bangalore", South Bangalore,Bangalore,"Fusion,  Indian Cuisine",4.3,504,1500
Cafe Kabana,"Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Continental,  Chinese",2.8,4,700
Taco Bell,"Royal Meenakshi Mall,Bannerghatta Road, South Bangalore", South Bangalore,Bangalore,"Mexican,  Tex Mex",4.4,62,500
Kanti Sweets,"Patel Complex,Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",4,3,500
Kanti Sweets,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Mithai,  Desserts",1,1,500
California Burrito,"Marathahalli, East Bangalore", East Bangalore,Bangalore,"Mexican,  Fast Food",4.6,27,500
Kanti Bakes and Flakes,"Sahakara Nagar, North Bangalore", North Bangalore,Bangalore,"Mithai,  Desserts",3,1,500
Social,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Continental,  American,  North Indian,  Italian,  Chinese,  Finger Food",4.3,515,1500
Gopaljee Cafe,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"North Indian,  Street Food",3,2,300
Bake Delite,"Kumaraswamy Layout, South Bangalore", South Bangalore,Bangalore,Desserts,1,1,200
Momo Cafe,"Courtyard by Marriott Bengaluru Outer Ring Road,Marathahalli, East Bangalore", East Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Continental,  Asian",4.1,174,2000
D Kitchen 54,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Italian,  Chinese",3.6,30,900
Urban Monkey Cafe,"Sarjapur Road, South Bangalore", South Bangalore,Bangalore,"Italian,  Continental",3.7,13,900
U.S. Pizza,"Beereshwara Shopping Complex,Ramamurthy Nagar, East Bangalore", East Bangalore,Bangalore,"Pizza,  Fast Food",2.9,4,600
Punjabi Masala,"Rajarajeshwari Nagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Rajasthani",5,1,600
